$Numeros de Nodos
441
$Lista de Nodos y sus coordenadas
1	           0.	           0.	0
      2	           1.	           0.	0
      3	           2.	           0.	0
      4	           3.	           0.	0
      5	           4.	           0.	0
      6	           5.	           0.	0
      7	           6.	           0.	0
      8	           7.	           0.	0
      9	           8.	           0.	0
     10	           9.	           0.	0
     11	          10.	           0.	0
     12	           0.	           1.	0
     13	           1.	           1.	0
     14	           2.	           1.	0
     15	           3.	           1.	0
     16	           4.	           1.	0
     17	           5.	           1.	0
     18	           6.	           1.	0
     19	           7.	           1.	0
     20	           8.	           1.	0
     21	           9.	           1.	0
     22	          10.	           1.	0
     23	           0.	           2.	0
     24	           1.	           2.	0
     25	           2.	           2.	0
     26	           3.	           2.	0
     27	           4.	           2.	0
     28	           5.	           2.	0
     29	           6.	           2.	0
     30	           7.	           2.	0
     31	           8.	           2.	0
     32	           9.	           2.	0
     33	          10.	           2.	0
     34	           0.	           3.	0
     35	           1.	           3.	0
     36	           2.	           3.	0
     37	           3.	           3.	0
     38	           4.	           3.	0
     39	           5.	           3.	0
     40	           6.	           3.	0
     41	           7.	           3.	0
     42	           8.	           3.	0
     43	           9.	           3.	0
     44	          10.	           3.	0
     45	           0.	           4.	0
     46	           1.	           4.	0
     47	           2.	           4.	0
     48	           3.	           4.	0
     49	           4.	           4.	0
     50	           5.	           4.	0
     51	           6.	           4.	0
     52	           7.	           4.	0
     53	           8.	           4.	0
     54	           9.	           4.	0
     55	          10.	           4.	0
     56	           0.	           5.	0
     57	           1.	           5.	0
     58	           2.	           5.	0
     59	           3.	           5.	0
     60	           4.	           5.	0
     61	           5.	           5.	0
     62	           6.	           5.	0
     63	           7.	           5.	0
     64	           8.	           5.	0
     65	           9.	           5.	0
     66	          10.	           5.	0
     67	           0.	           6.	0
     68	           1.	           6.	0
     69	           2.	           6.	0
     70	           3.	           6.	0
     71	           4.	           6.	0
     72	           5.	           6.	0
     73	           6.	           6.	0
     74	           7.	           6.	0
     75	           8.	           6.	0
     76	           9.	           6.	0
     77	          10.	           6.	0
     78	           0.	           7.	0
     79	           1.	           7.	0
     80	           2.	           7.	0
     81	           3.	           7.	0
     82	           4.	           7.	0
     83	           5.	           7.	0
     84	           6.	           7.	0
     85	           7.	           7.	0
     86	           8.	           7.	0
     87	           9.	           7.	0
     88	          10.	           7.	0
     89	           0.	           8.	0
     90	           1.	           8.	0
     91	           2.	           8.	0
     92	           3.	           8.	0
     93	           4.	           8.	0
     94	           5.	           8.	0
     95	           6.	           8.	0
     96	           7.	           8.	0
     97	           8.	           8.	0
     98	           9.	           8.	0
     99	          10.	           8.	0
    100	           0.	           9.	0
    101	           1.	           9.	0
    102	           2.	           9.	0
    103	           3.	           9.	0
    104	           4.	           9.	0
    105	           5.	           9.	0
    106	           6.	           9.	0
    107	           7.	           9.	0
    108	           8.	           9.	0
    109	           9.	           9.	0
    110	          10.	           9.	0
    111	           0.	          10.	0
    112	           1.	          10.	0
    113	           2.	          10.	0
    114	           3.	          10.	0
    115	           4.	          10.	0
    116	           5.	          10.	0
    117	           6.	          10.	0
    118	           7.	          10.	0
    119	           8.	          10.	0
    120	           9.	          10.	0
    121	          10.	          10.	0
    122	          0.5	           0.	0
    123	           1.	          0.5	0
    124	          0.5	          0.5	0
    125	          0.5	           1.	0
    126	           0.	          0.5	0
    127	          1.5	           0.	0
    128	           2.	          0.5	0
    129	          1.5	          0.5	0
    130	          1.5	           1.	0
    131	          2.5	           0.	0
    132	           3.	          0.5	0
    133	          2.5	          0.5	0
    134	          2.5	           1.	0
    135	          3.5	           0.	0
    136	           4.	          0.5	0
    137	          3.5	          0.5	0
    138	          3.5	           1.	0
    139	          4.5	           0.	0
    140	           5.	          0.5	0
    141	          4.5	          0.5	0
    142	          4.5	           1.	0
    143	          5.5	           0.	0
    144	           6.	          0.5	0
    145	          5.5	          0.5	0
    146	          5.5	           1.	0
    147	          6.5	           0.	0
    148	           7.	          0.5	0
    149	          6.5	          0.5	0
    150	          6.5	           1.	0
    151	          7.5	           0.	0
    152	           8.	          0.5	0
    153	          7.5	          0.5	0
    154	          7.5	           1.	0
    155	          8.5	           0.	0
    156	           9.	          0.5	0
    157	          8.5	          0.5	0
    158	          8.5	           1.	0
    159	          9.5	           0.	0
    160	          10.	          0.5	0
    161	          9.5	          0.5	0
    162	          9.5	           1.	0
    163	           1.	          1.5	0
    164	          0.5	          1.5	0
    165	          0.5	           2.	0
    166	           0.	          1.5	0
    167	           2.	          1.5	0
    168	          1.5	          1.5	0
    169	          1.5	           2.	0
    170	           3.	          1.5	0
    171	          2.5	          1.5	0
    172	          2.5	           2.	0
    173	           4.	          1.5	0
    174	          3.5	          1.5	0
    175	          3.5	           2.	0
    176	           5.	          1.5	0
    177	          4.5	          1.5	0
    178	          4.5	           2.	0
    179	           6.	          1.5	0
    180	          5.5	          1.5	0
    181	          5.5	           2.	0
    182	           7.	          1.5	0
    183	          6.5	          1.5	0
    184	          6.5	           2.	0
    185	           8.	          1.5	0
    186	          7.5	          1.5	0
    187	          7.5	           2.	0
    188	           9.	          1.5	0
    189	          8.5	          1.5	0
    190	          8.5	           2.	0
    191	          10.	          1.5	0
    192	          9.5	          1.5	0
    193	          9.5	           2.	0
    194	           1.	          2.5	0
    195	          0.5	          2.5	0
    196	          0.5	           3.	0
    197	           0.	          2.5	0
    198	           2.	          2.5	0
    199	          1.5	          2.5	0
    200	          1.5	           3.	0
    201	           3.	          2.5	0
    202	          2.5	          2.5	0
    203	          2.5	           3.	0
    204	           4.	          2.5	0
    205	          3.5	          2.5	0
    206	          3.5	           3.	0
    207	           5.	          2.5	0
    208	          4.5	          2.5	0
    209	          4.5	           3.	0
    210	           6.	          2.5	0
    211	          5.5	          2.5	0
    212	          5.5	           3.	0
    213	           7.	          2.5	0
    214	          6.5	          2.5	0
    215	          6.5	           3.	0
    216	           8.	          2.5	0
    217	          7.5	          2.5	0
    218	          7.5	           3.	0
    219	           9.	          2.5	0
    220	          8.5	          2.5	0
    221	          8.5	           3.	0
    222	          10.	          2.5	0
    223	          9.5	          2.5	0
    224	          9.5	           3.	0
    225	           1.	          3.5	0
    226	          0.5	          3.5	0
    227	          0.5	           4.	0
    228	           0.	          3.5	0
    229	           2.	          3.5	0
    230	          1.5	          3.5	0
    231	          1.5	           4.	0
    232	           3.	          3.5	0
    233	          2.5	          3.5	0
    234	          2.5	           4.	0
    235	           4.	          3.5	0
    236	          3.5	          3.5	0
    237	          3.5	           4.	0
    238	           5.	          3.5	0
    239	          4.5	          3.5	0
    240	          4.5	           4.	0
    241	           6.	          3.5	0
    242	          5.5	          3.5	0
    243	          5.5	           4.	0
    244	           7.	          3.5	0
    245	          6.5	          3.5	0
    246	          6.5	           4.	0
    247	           8.	          3.5	0
    248	          7.5	          3.5	0
    249	          7.5	           4.	0
    250	           9.	          3.5	0
    251	          8.5	          3.5	0
    252	          8.5	           4.	0
    253	          10.	          3.5	0
    254	          9.5	          3.5	0
    255	          9.5	           4.	0
    256	           1.	          4.5	0
    257	          0.5	          4.5	0
    258	          0.5	           5.	0
    259	           0.	          4.5	0
    260	           2.	          4.5	0
    261	          1.5	          4.5	0
    262	          1.5	           5.	0
    263	           3.	          4.5	0
    264	          2.5	          4.5	0
    265	          2.5	           5.	0
    266	           4.	          4.5	0
    267	          3.5	          4.5	0
    268	          3.5	           5.	0
    269	           5.	          4.5	0
    270	          4.5	          4.5	0
    271	          4.5	           5.	0
    272	           6.	          4.5	0
    273	          5.5	          4.5	0
    274	          5.5	           5.	0
    275	           7.	          4.5	0
    276	          6.5	          4.5	0
    277	          6.5	           5.	0
    278	           8.	          4.5	0
    279	          7.5	          4.5	0
    280	          7.5	           5.	0
    281	           9.	          4.5	0
    282	          8.5	          4.5	0
    283	          8.5	           5.	0
    284	          10.	          4.5	0
    285	          9.5	          4.5	0
    286	          9.5	           5.	0
    287	           1.	          5.5	0
    288	          0.5	          5.5	0
    289	          0.5	           6.	0
    290	           0.	          5.5	0
    291	           2.	          5.5	0
    292	          1.5	          5.5	0
    293	          1.5	           6.	0
    294	           3.	          5.5	0
    295	          2.5	          5.5	0
    296	          2.5	           6.	0
    297	           4.	          5.5	0
    298	          3.5	          5.5	0
    299	          3.5	           6.	0
    300	           5.	          5.5	0
    301	          4.5	          5.5	0
